0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2.4711497857020452,2.1561848163604735,1.958098945250878,1.8146081355901864,1.709924604342534,1.6378368029227623,1.5891568000500018,1.5471438224499041,1.51532883644104,1.4908015746336716,1.472055772634653,1.4533234742971568,1.4374430546393762,1.4197165966033936,1.411949665729816,1.4006987241598277,1.3906930886782132,1.3831774473190308,1.3742542872062096,1.3649282106986413,1.3580088230279777,1.3505313396453857,1.34589023406689,1.3382409169123723,1.3323169194735014,1.3288485948856061,1.3241645592909592,1.319564069234408,1.3147976545187143,1.3147360508258525,1.3073544318859394,1.3067895137346708,1.2969855216833261,1.2925842175116906,1.290977487197289,1.2877993455299965,1.283024521974417,1.2832181105246911,1.2744235662313608,1.275421692774846,1.2732763400444618,1.2673465783779438,1.2647907733917236,1.2661087311231174,1.2610372304916382,1.2584613359891452,1.263687649139991,1.257748944942768,1.2524220888431257,1.249538674721351,1.250644533450787,1.2471916382129375,1.2464895523511446,1.2442850039555475,1.239358927653386,1.2380007615456214,1.235389410532438,1.2362701452695406,1.2312131258157584,1.226832259618319,1.2233556050520678,1.222101094172551,1.2219768597529486,1.221089062323937,1.225173649421105,1.2196836214799147,1.2187641400557299,1.2172828362538264,1.2136587894879856,1.215215800358699,1.2139151022984431,1.2073904257554275,1.2092621950002818,1.2116085547667284,1.204971511547382,1.2092411316358127,1.2005618847333468,1.2018576511969934,1.2053218273016122,1.2001836519974929,1.1966483959784875,1.1979351208760187,1.195885682106018,1.1962386222986074,1.194902486067552,1.188332304587731,1.188848484479464,1.1883814426568837,1.189898655964778,1.1876809431956366,1.1845965770574716,1.1888851514229408,1.1821410454236545,1.183804414822505,1.1868460270074697,1.181010702940134,1.1846845333392804,1.1769001703995925,1.1791045170563919,1.1773212432861329
2.514977656877958,2.262445464501014,2.1074407284076395,2.0099727172117965,1.927695294526907,1.8628671774497398,1.8167175696446345,1.7773081834499653,1.7479414848180919,1.720402378302354,1.7073906440001267,1.6917686425722562,1.679452947469858,1.6596508264541625,1.654370825107281,1.64313805103302,1.6335437022722685,1.629008021721473,1.6225844841737014,1.6136335446284367,1.6065552234649658,1.6018010891400851,1.599035697716933,1.593734678855309,1.5889638827397272,1.5859586128821739,1.5840456320689276,1.5768358395649837,1.575819079692547,1.5741793229029728,1.5684563856858473,1.5701418766608606,1.5674591101132906,1.5653103259893564,1.5660975181139432,1.5633421311011682,1.5525601295324472,1.5665707954993615,1.553978676062364,1.5509160592005804,1.5443025313890897,1.5441915915562556,1.5417472509237435,1.5442824913905218,1.5366855511298547,1.539396438231835,1.5352736583122841,1.5331107194607074,1.5356527475210338,1.5331200874768771,1.5318015098571778,1.5318810169513408,1.5322340653492854,1.5333643528131338,1.5297916302314172,1.5261195457898653,1.5257870013897235,1.5262573278867282,1.5222445322917058,1.5257110815781814,1.5183145688130306,1.520762012555049,1.5232063183417688,1.5175412489817692,1.517144408592811,1.5203922748565675,1.5151382464628953,1.51364505474384,1.5226028350683358,1.513259740976187,1.5129914265412552,1.5138557837559627,1.5094877077982976,1.5091891820614154,1.5116525595004742,1.5100886986805842,1.5084895042272715,1.5148421856073233,1.505122287456806,1.5055056663659903,1.5056332881634051,1.5065401205649742,1.510609168272752,1.5061258572798508,1.5102373324907743,1.5075305443543654,1.5018687541668232,1.5047196700022771,1.4986363099171565,1.4996142680828388,1.5090414707477275,1.5039387849661021,1.5034821161857017,1.5058204137361966,1.498124309686514,1.5005012934024518,1.4993507055135873,1.5025190169994647,1.4988389326975895,1.499613543657156
2.7490660740779,2.4264148272000825,2.2841577236468975,2.181731209388146,2.121965580720168,2.072351939861591,2.0259992049290583,2.0019538916074313,1.9699507603278528,1.9545632197306706,1.9243861546883216,1.9035445873553936,1.893780460724464,1.8783218530508188,1.8734081561748799,1.860967599428617,1.846110331095182,1.8329616803389328,1.8304550922833955,1.8177686856343196,1.8083300168697651,1.8149339859302227,1.7995052612744844,1.7921945168421818,1.7908230231358455,1.787624216079712,1.7795313816804152,1.7751045612188485,1.7717477358304536,1.7683163954661443,1.7616847625145546,1.7640498381394607,1.7578558940153854,1.7534952182036179,1.7563977810052724,1.7527295185969427,1.7493915007664607,1.7494971697147077,1.7469384101720957,1.738557507441594,1.7460468053817748,1.7348442040956937,1.7431941160788902,1.7563345157183134,1.7327651665760921,1.732133463712839,1.7274966991864718,1.7243827856504,1.7329491780354427,1.7283854227799635,1.7267456238086407,1.718423709502587,1.7230690736037033,1.7300765624413124,1.7259756308335525,1.7180121751931998,1.71305785545936,1.715197519155649,1.7181016023342426,1.712471397106464,1.720346315090473,1.7171253992961004,1.7092701581808236,1.7071995570109442,1.7068358989862296,1.7054624190697303,1.7046730536680954,1.707621559729943,1.7099175709944505,1.708802395600539,1.7063094817675077,1.725646655376141,1.7002040312840387,1.6981630435356727,1.6973616379957932,1.694583957011883,1.6993986258139977,1.6915745643469005,1.6911857678340032,1.7033233422499436,1.6960583283351018,1.6961938876372118,1.6954711492245014,1.7046464039729192,1.6947356572517982,1.6894804532711323,1.6898135955517108,1.691702809700599,1.6843584647545449,1.6937931922765879,1.6865602768384493,1.6934421851084782,1.6935948922083928,1.6976594503109272,1.6899272185105545,1.6927272283113919,1.7034713836816642,1.6850845135175265,1.6908696321340708,1.6886009729825533
2.4889096296750584,2.159814445789044,1.9625933170318604,1.8178934812545777,1.713744440445533,1.6471029024857742,1.5961157817106981,1.556646075615516,1.5250294758723333,1.5005877898289608,1.4796624440413255,1.4621053493939913,1.4495289105635423,1.436311147763179,1.425275314771212,1.4155171357668364,1.405759547306941,1.4021365275749793,1.3878410944571862,1.3842944145202636,1.3772037286024827,1.3706544215862568,1.367238660959097,1.3587827792534461,1.3529172328802255,1.3472621110769418,1.345145480449383,1.3400815193469708,1.3366552921441885,1.3348850433643047,1.328580645414499,1.323631134400001,1.3195227274527916,1.316600856414208,1.3124338131684523,1.3110828124559843,1.3076767389590924,1.3060708119319036,1.302028934772198,1.3008190008310172,1.3002643695244422,1.297123441329369,1.2917988465382502,1.2866311898598304,1.2884817526890682,1.2845629453659058,1.2828855936343853,1.279361838560838,1.2788274838374212,1.2768734620167659,1.2753694772720336,1.2728577026954064,1.2708735869481014,1.2710224023232093,1.2676750146425688,1.2673856276732225,1.2637078853753896,1.2623843523172231,1.2579518905052771,1.2606698036193849,1.2572058567633995,1.2565849524277908,1.2568060654860276,1.2565894236931434,1.250795265344473,1.2490369613354022,1.249072947868934,1.2515638809937697,1.2463010531205398,1.2464207557531504,1.2461681824464064,1.2424264449339646,1.2426858315101037,1.2405329722624558,1.2379089190409733,1.2347476665790265,1.2393203533612764,1.238295734845675,1.2329125477717473,1.232569881585928,1.2347487578025231,1.2293792963027954,1.2306038251289955,1.2292925632916964,1.2289998311262864,1.2273276310700636,1.228422263952402,1.2267991469456598,1.2220928815694956,1.2244424838286179,1.2236150099680974,1.2179947504630455,1.2221571023647602,1.2204366445541381,1.2173001674505382,1.2191254945901724,1.218011654340304,1.2149422333790705,1.2142666614972628,1.2179942754598765
2.5275978308457594,2.2804475710942196,2.1266536382528454,2.0227426583950336,1.9436283716788658,1.871341531093304,1.8297997878148005,1.7912455008580135,1.7613313858325665,1.7383805458362287,1.7253996904079731,1.7043326506247887,1.692112053357638,1.6786482077378493,1.6645999890107375,1.6567481169333824,1.6508862605461707,1.6426885311420147,1.6297391432982224,1.6325139797650852,1.6298527974348802,1.6178136697182288,1.6168731542733998,1.6163504967322717,1.6073298637683575,1.5957910574399508,1.597821987592257,1.5915398891155537,1.5916720335300152,1.585571424777691,1.5874418918903057,1.577983650794396,1.5808681341317983,1.5730165298168475,1.582455928509052,1.5793112479723417,1.5699894740031315,1.5688900617452768,1.5673827152985793,1.5722001240803645,1.5656826899601863,1.5601564223949727,1.5600861182579628,1.556821504006019,1.5567927819031935,1.5609845766654382,1.556077847113976,1.5523283298198993,1.5492203033887424,1.5522434197939359,1.5481593425457294,1.5483321776756873,1.5433572108928975,1.5427188341434186,1.547158118394705,1.5440778750639694,1.5418938086583065,1.5423955477201021,1.539762546465947,1.5381727181948148,1.5376713019150954,1.5400241925166203,1.537703589292673,1.5336549997329711,1.5383766321035532,1.541384427364056,1.536100228016193,1.5376027510716366,1.52885262966156,1.5345373135346634,1.529012527832618,1.534965705871582,1.5284297778056217,1.528192322070782,1.5274704474669236,1.5270588856477003,1.524062387759869,1.5227081225468562,1.5240121456292959,1.527621109669025,1.5208302938021145,1.5202488275674673,1.5268379945021409,1.5231745334771962,1.525199637046227,1.5181581607231727,1.5213619323877188,1.5177529830199021,1.5157975948773899,1.5229896838848407,1.5170729600466215,1.5156916820085966,1.5167984595665565,1.5168704528074999,1.5129696607589722,1.517898704455449,1.5194073952161349,1.5175277141424326,1.512693293278034,1.5172829683010394
2.619278805072491,2.4105226846841665,2.2692720780005824,2.1728268953470082,2.1082005940950834,2.0743747491102953,2.0281275052290697,2.0020247349372275,1.976334232550401,1.9476044269708486,1.9315059331747202,1.9143661462343655,1.8999280269329364,1.886809334388146,1.8811831951141358,1.8656226323201106,1.860312293126033,1.846405003621028,1.8426334839600784,1.837133004115178,1.8367080266659077,1.8287193151620718,1.8154895654091467,1.8211469888687133,1.817796908892118,1.809865852502676,1.8122427811989417,1.7973108603404118,1.7965600692308865,1.7937331548103919,1.7890604202563947,1.7865248606755184,1.78537437915802,1.7751668764994695,1.7756015685888438,1.7729966677152194,1.768839190556453,1.7676516936375544,1.7622170925140381,1.7654862532248863,1.7612143736619217,1.7587443846922655,1.7591460649783794,1.755914330482483,1.7603249439826378,1.7553650049062877,1.758875269156236,1.7461116919150719,1.746219380085285,1.7441620386563814,1.7496772325955905,1.7432536803759062,1.747761212862455,1.7427631231454703,1.7415949436334464,1.7419200181961059,1.7348555051363432,1.7421883289630598,1.7377027841714712,1.7477493579571064,1.7365165105232825,1.7366642273389377,1.7377031931510338,1.7389244042910061,1.7351104039412277,1.7311924622609065,1.737667857683622,1.727864041695228,1.7340363814280584,1.7299081343870897,1.7279353123444778,1.7301715025534996,1.7240643519621628,1.7268464675316444,1.7252487934552707,1.7271505245795618,1.7211616277694701,1.7234856513830332,1.7242728306696966,1.719750923376817,1.7247239167873676,1.7163689136505127,1.7238779086333054,1.7265095912493191,1.7244785822354831,1.71837540773245,1.7138900353358342,1.7206329437402579,1.716128215422997,1.7214587505047139,1.7122954973807702,1.7209648132324218,1.7134973214222835,1.711519536605248,1.7167864817839402,1.7138526549706092,1.7098295505230243,1.7135351712887104,1.7143344549032358,1.7068035180752095
2.555230037982647,2.2308487085195687,2.0382111035860504,1.8933206539887648,1.7832689780455369,1.7077804547089797,1.6536461224922767,1.609960513848525,1.5703479913564828,1.542451996069688,1.5211557443325336,1.5031128333165096,1.4837983920023992,1.466820241854741,1.45670540699592,1.4437881304667546,1.4327150895045353,1.4233838851635272,1.4154293500460111,1.4080555494015032,1.4048770336004404,1.3929035920363206,1.38917689873622,1.3833959139310397,1.3751117449540358,1.3731442524836615,1.3653927326202393,1.361752466055063,1.3567325867139377,1.3505745044121376,1.3477377378023587,1.3431845664978028,1.3390941399794358,1.3380555593050443,1.3355001816382774,1.3314925542244544,1.3308843997808604,1.3238847970962524,1.3213414705716646,1.3198187846403855,1.3150989825908954,1.3125168580275315,1.3127176688267634,1.3091939449310304,1.3114802012076745,1.303708030627324,1.3004080570661105,1.297517915872427,1.2999891281127929,1.2982013830771812,1.2931332313097441,1.2924728283515343,1.2891991193477923,1.2891584726480336,1.2859641992128812,1.2850688310769889,1.284309145120474,1.279963601552523,1.2794805783491867,1.2791183233261108,1.2761587418042697,1.2779307750555184,1.2729777244421152,1.272763912494366,1.2694914909509512,1.26835913841541,1.269096618432265,1.2650654022510235,1.2669874961559588,1.2646796996776875,1.260708159666795,1.2595193019280067,1.2585811670009905,1.2591162278101995,1.2570711594361526,1.2559223285088172,1.2556349149117103,1.2554137871815607,1.2529113494432889,1.2533106895593495,1.2487215940768903,1.2483723310323862,1.2482761291357187,1.2494149116369395,1.2484226336845985,1.2476161938447219,1.2475488772759071,1.2435357900766226,1.2410462067677424,1.241957743351276,1.2402278918486376,1.2410841575035683,1.2404290712796724,1.237402947132404,1.236086918757512,1.234982628088731,1.2354478230843178,1.235015711417565,1.2320259662774893,1.2335363314701961
2.5219927787780763,2.2820144873399,2.1391035593472996,2.0342464410341705,1.9535344417278584,1.891765915430509,1.8426569003325242,1.8056262731552124,1.7844614909245418,1.7595925844632663,1.738261842727661,1.7257593008188101,1.7188041705351609,1.7016730033434355,1.6855998791181124,1.676960143676171,1.6641201221025907,1.6625758684598482,1.654692345399123,1.6485107293495764,1.640842346044687,1.641202475474431,1.6323816042680006,1.6260295464442327,1.622387328514686,1.622371006011963,1.6177141776451698,1.6154766706319956,1.6079740505952103,1.610543102484483,1.600057834845323,1.6003311065527108,1.6005048825190618,1.5979481788781973,1.5934248575797447,1.5927759207212009,1.5895837545394897,1.5902418393355149,1.5815339730336115,1.5838374431316669,1.5883234574244574,1.5841401265217707,1.5774674580647394,1.5789418293879582,1.577344907247103,1.5797209226168119,1.5767189044218797,1.5666551094788772,1.5748620601800771,1.5725417393904466,1.5756049082829402,1.567422472513639,1.5630511577312762,1.566609683403602,1.5607990374931922,1.5617714753517737,1.5628807746447049,1.5599195095208975,1.5638684584544256,1.5592081290024977,1.5633885585344756,1.5592345842948327,1.5616812320855948,1.554859474989084,1.5548920814807599,1.5502096854723417,1.5527795663246742,1.548373082967905,1.5550028012349055,1.5571486289684588,1.5468591726743257,1.5511489904843845,1.5496479511260985,1.5452837797311636,1.5505182981491088,1.54670427945944,1.543153344667875,1.5526477648661687,1.5437512764563928,1.5442336559295655,1.5438733375989473,1.5443481757090642,1.5445035200852615,1.5447545106594378,1.5437960936472965,1.548105135330787,1.5415789475807777,1.540562572846046,1.5397388715010423,1.5359476823073166,1.5413187907292292,1.5369800549287063,1.5352644791969887,1.5414587589410635,1.5404520676686213,1.5378090161543625,1.5377047465397762,1.5376761968319232,1.537347490970905,1.5354543355795054
2.601545968422523,2.4029938587775597,2.288236196224506,2.2054715119875397,2.1432836569272555,2.092697616723868,2.0537362795609693,2.0279381440236017,1.9963405058934138,1.981891654087947,1.9532158081348125,1.9375023254981407,1.9273640229151798,1.9201776614555945,1.9020919799804688,1.887545609474182,1.8868614068398109,1.876830841944768,1.8690424130513117,1.861962866783142,1.8522072920432457,1.8474692876522358,1.8529812170909001,1.8393850491597101,1.8377084200198834,1.8382655015358558,1.8319731272183932,1.8248902485920833,1.8182728272217972,1.8114160189261803,1.819025129538316,1.8111829115794256,1.8097824793595534,1.8018406079365656,1.7998731741538414,1.7988596806159387,1.7969493609208327,1.7942199083474966,1.7890628319520216,1.794632785136883,1.7899882078170777,1.786443409552941,1.7816491457132193,1.7805308672098012,1.7836927487299992,1.7779577273588913,1.7770149616094737,1.780334421304556,1.773526063332191,1.7716794692553006,1.775658972446735,1.7706217399010291,1.7670926589232225,1.7646553846505972,1.7617185317553006,1.7705367968632624,1.7646510014167198,1.7636694761422964,1.759433049422044,1.7573337756670437,1.7600309170209445,1.7573679172075711,1.7561537265777587,1.7606377381544847,1.760588733966534,1.7573132038116455,1.7590007415184608,1.75266209932474,1.752050988490765,1.7509573294566227,1.7524351009955772,1.7558515291947585,1.7456147615726179,1.7553210166784434,1.745544697688176,1.7447404659711399,1.7451923627119799,1.7406738776427049,1.7488960101054265,1.7494402518639198,1.753533332164471,1.7384346466798049,1.7436685158656193,1.744178082392766,1.7392183780670165,1.7487581436450665,1.7401248179949247,1.7368591803770799,1.74297728905311,1.7449502779887274,1.7409016829270583,1.738804452235882,1.7365658136514517,1.7328691464204056,1.7300379331295306,1.7497890875889706,1.7346892778690044,1.7372703607265765,1.7366322920872614,1.7325774302849404
2.5176312519953803,2.171843514075646,1.9586140981087319,1.8037587881088257,1.6943549174528856,1.625018803889935,1.5677020237996029,1.5281073276813213,1.494546705025893,1.4725352287292481,1.448527086698092,1.4275553281490618,1.4165818214416503,1.4014668593039878,1.3829122671714196,1.3702129474053015,1.361912492605356,1.352291512489319,1.345222627199613,1.3338094252806443,1.3286909818649293,1.3239257794160109,1.3133779819195086,1.3101848107117873,1.301127422772921,1.2981559753417968,1.2918374905219445,1.2863217812318068,1.2862358331680297,1.2775918061916645,1.2712258412287785,1.268464211317209,1.26205200782189,1.2593875518211952,1.2557688272916354,1.254656929236192,1.2489109992980958,1.2452922600966234,1.2418169021606444,1.2361904107607329,1.2329318578426653,1.2293791954333966,1.2278078904518714,1.2243766968066876,1.2238395360799936,1.220403847327599,1.217285422178415,1.2153679352540236,1.2102391279660738,1.2074253962590145,1.2065989017486571,1.2041136374840369,1.2022478066957913,1.1981875547995935,1.1947279710036058,1.1979352125754723,1.190192939684941,1.188518106020414,1.189335375565749,1.188033001239483,1.1880733508330126,1.1811138428174532,1.172729229927063,1.1771759289961594,1.172712857906635,1.1723293157724233,1.168958278802725,1.1676517394872812,1.1664038456403292,1.1648101898340077,1.1631521756832417,1.1623755656755888,1.1611804558680607,1.1594642162323,1.1546663742799026,1.1564273302371686,1.148620236836947,1.1546781283158523,1.1480740198722252,1.14956646332374,1.1446188339820276,1.1444666128892165,1.1397715311784011,1.143537919337933,1.1395061126122108,1.1401447021044218,1.1365173266484188,1.134847303537222,1.1339731289790227,1.1357599368462197,1.1277730098137488,1.133676448235145,1.1303561467390795,1.1335187618549054,1.1266099948149462,1.1232055609042828,1.1247539923741268,1.1185063527180599,1.1179752771671,1.118129405608544
